nan,nan,1.687817336017317926e-02,-1.795894071265425218e+00,-2.211283410612778333e+00,-1.873065859779140085e+00,-1.601664578949436368e+00,-1.968828601172473824e+00,-1.545296999751145872e+00,-1.167616599831395430e+00,-7.431717591160638126e-01,-1.913239259139083437e+00,-1.286411472658949950e+00,-1.382712552853080812e+00,-1.166060293897727362e+00,-1.846880547800519246e+00,-1.459985014236794498e+00,-1.756627369992080467e+00,-2.130151974910232227e+00,-1.713615300795394925e+00,-2.133782903218836680e+00,-2.333819607052603828e+00,-2.078892723019527988e+00,-1.692216518746654907e+00,-1.480192148459748669e+00,-1.103514035465086085e+00,-1.655187603691100851e+00,-1.878477461044116170e+00,1.504795175714129796e-02
nan,nan,7.519236791937639053e-01,4.732838411452170435e-01,3.687438776327750523e-01,2.938649097115071385e-01,3.978003645506532071e-01,4.142629875726623334e-01,5.279931061080510579e-01,7.874130932163401209e-01,2.802400958873746406e-01,2.137338980691241563e-01,5.839990991774655082e-01,6.331480079725023691e-01,7.193210186712178933e-01,2.337545205764609002e-01,1.355012436170701107e-01,3.866876209985458668e-01,4.866072513929303733e-01,5.174726658117740907e-01,5.623622453970569257e-01,4.386263342345451122e-01,4.382610271551578007e-01,3.834408821106608523e-01,4.549276336340107862e-01,1.063444290746277388e-01,9.375247445933190260e-01,2.494547526689894490e-01,8.714493617979736095e-01
nan,nan,-5.437333141648961199e-01,-1.609631457598441617e-01,1.578828043522773616e-01,1.407061023349808759e-01,1.660445981282469008e-01,-1.234647568716873700e-01,-1.266458377277776270e-01,2.749992827370183884e-02,-2.970081754810135477e-01,1.644555620316625333e-01,9.225441103385606523e-02,2.358788305208936176e-01,1.228068511038169636e-01,1.852049123783825468e-01,3.031334573172352331e-01,2.021889078942332718e-01,3.098891374649541675e-01,-1.451134569198820820e-02,2.467621858857784178e-01,2.171184811949789240e-01,2.945269737644568564e-01,1.819690336502219619e-01,2.359607812396870979e-02,1.785761085704778983e-01,-4.509831471964098615e-04,1.276319198959948720e-01,-3.348867620956526292e-02
nan,nan,-6.844245711374274954e-01,1.008475617764614807e+00,-2.450355582043914349e-01,-2.880657184384897151e-01,-1.536292928628342769e-01,5.399740392714613701e-01,-2.252314539142534766e-01,1.924675257054500599e-01,-3.129571222427431354e-01,-7.273815226310662574e-01,5.639816890617909140e-01,-3.569710663835179432e-01,2.169647135482305478e-01,-1.978714535488673015e-02,4.280159706757059035e-01,2.616786021420659525e-01,-2.439219611711345992e-01,6.242619532946966920e-01,-5.967839328922956710e-02,4.064109228006753671e-01,1.006297199063474652e-02,2.693172528119525122e-01,4.616107280333389129e-01,-2.186756929305364028e-02,2.648005452665054271e-01,-2.987425922721950178e-01,3.733928518332521596e-01
nan,nan,-7.921033632576417460e-01,3.859917927541402505e-01,5.552547884682357271e-01,1.687112667300735835e-02,4.364135919471950342e-01,9.440300622528291496e-02,-4.376933745072340148e-02,1.111314925875639403e-01,-3.473777656500244282e-01,-2.451267468171725583e-01,7.772825989511431000e-02,-1.274820391417277599e-01,-1.106013443125028473e-01,2.010947627212540390e-01,3.373170992098555310e-01,3.037411496075045902e-01,8.907876532793079782e-02,-9.144380418189421156e-02,8.520355081252850571e-02,2.179753488805732387e-01,3.356099951041099372e-01,1.793129072554727199e-01,1.883996746355446894e-01,2.403093858417003070e-01,-4.159718928437916574e-03,1.169863528071991010e-01,-4.544346659131516183e-03
nan,nan,-1.839962119605876023e-01,-5.475248453455467956e-01,-4.393373966984673654e-03,9.895596457641914201e-02,1.381262368392640605e-01,-2.893832327942377214e-01,-3.030244645312041296e-03,-1.057824257634720766e-01,-2.880646430210784814e-01,2.838574114742862253e-01,1.719057180854167144e-01,3.808068894497241841e-01,9.171022614119533900e-02,1.302537389023774028e-01,2.778226884848669087e-01,8.177319597841005427e-02,3.715420277747928934e-01,1.214707227196977837e-02,2.295720501068173602e-01,2.176782815286447681e-01,2.303718060345194552e-01,-2.381979652101175182e-02,-5.515732205557637158e-02,4.016510301720956772e-02,-2.728604155173754847e-02,1.787298345903506336e-01,-1.573366898016992088e-01
nan,nan,3.219557941003258206e-01,-1.660094433632817723e-01,-1.593752271923965236e-01,4.570165539831812923e-02,5.005393662474545424e-01,2.919963418793355969e-01,3.376040099244620452e-01,7.866675697064690054e-02,6.999874750484158525e-01,-1.374444189556000562e-01,3.138202269665691935e-01,-4.202924700992618362e-02,2.611680113560787553e-01,4.030973191093852742e-02,5.376627264618991792e-02,7.300694089644135798e-02,1.515075017623374598e-01,2.935422931746078934e-01,4.077996001731897247e-01,-7.954967042236965602e-02,4.260081998566406930e-02,3.823938730801840213e-01,3.423173714692299141e-01,2.169097122992883486e-01,-1.691767782697436995e-02,-3.685299900382980887e-02,1.202639501009364453e+00
nan,nan,-1.701473008968180656e-01,-1.019145371122026189e+00,-2.330568817175156238e-01,-7.100552259880418826e-02,-1.016388331333625550e-01,-7.702380259172996180e-01,-5.399097639540582083e-01,-8.621865422553849356e-01,-8.770696490798232103e-01,-3.474092910098374176e-01,-8.560534777805656192e-01,-4.297755703880821732e-01,-4.839862640154090623e-01,1.775712966016669836e-01,-9.710118999828851183e-02,-2.310786393393098326e-01,1.576535362675944227e-02,-3.150183251811758955e-01,1.365962016493512399e-01,-3.255495433718730292e-01,3.773975833630430765e-01,-4.191077430484509980e-01,-6.712348721948091512e-01,-2.842580509661408183e-01,-8.813894735750524845e-01,-9.257715015486372989e-02,-1.013308244039618167e+00
nan,nan,-3.559995868561939558e-02,-1.320702845269951187e+00,-8.300801281582939062e-01,-4.576276895657660493e-01,-6.545831799366843562e-01,-7.860124438547100301e-01,-2.954615142318916532e-01,-4.859134680517853688e-01,-1.700194590674282413e-01,-1.982415407315387124e-01,-4.074790437433524204e-01,-2.144693708933256004e-01,-7.253379180160546280e-01,-7.716242556446204492e-01,-7.773993895393377374e-01,-4.675861597262455094e-01,-9.464354865395460670e-02,-3.873785789010597558e-01,-7.772213930995938158e-01,-5.562014931039065413e-01,-4.377353479311394957e-01,-7.799172289481286491e-01,-2.898833123737581952e-01,-4.152170570075988110e-01,-1.716987309906257142e-01,-5.555514359187304629e-01,1.385996157238039428e-01
nan,nan,-1.662726286200222336e+00,-2.089737722498634209e+00,-1.405665345991107262e+00,-1.382849900058454651e+00,-1.232993111258283037e+00,-1.924335545589923813e+00,-1.617225837697326529e+00,-1.682697790165661456e+00,-2.139235797371171977e+00,-1.484867278571165183e+00,-1.675007445253992699e+00,-1.289702209037508762e+00,-1.494131966011947199e+00,-1.468000069146269126e+00,-1.442227655210282622e+00,-1.630456160102867091e+00,-1.274337200216019816e+00,-1.685490986043177042e+00,-1.299411964155059440e+00,-1.531306709997720450e+00,-1.377113449550648738e+00,-1.720672216782310748e+00,-1.734748856363711234e+00,-1.629820282746464510e+00,-1.795867980073903691e+00,-1.533582379885404690e+00,-1.952220048186847912e+00
nan,nan,-6.425084680021786454e-02,-5.758412650819489942e-01,-5.370853388114424920e-01,-2.587906171351945783e-01,-9.658292996445470152e-03,-2.995605550319850874e-01,7.147462160208960247e-02,-4.083209006917908335e-01,5.975351498083938950e-03,-8.187417109625477751e-03,-2.345381408749764307e-01,-5.381225917966485361e-02,-2.723478328529937986e-01,-5.542872956509661275e-01,-3.883665791588475913e-01,-1.950185313540528376e-01,-2.903028274469395265e-01,-6.287209160281663767e-01,-4.918573934321950336e-01,-6.416318283786286436e-01,-8.216001630797364896e-02,-5.563949085336854505e-01,-3.210292249706384604e-01,-1.991650517541921073e-01,-3.300527707098998009e-01,-6.494589116791103789e-02,-1.835681070061385978e-01
